Library ID,Submission Year,Library Name,Street Address,City,State,Longitude,Latitude
PA0332,2015,HUNTINGDON VALLEY LIBRARY,625 RED LION RD,HUNTINGDON VALLEY,PA,-75.06116,40.124278000000004
PA0334,2015,LOWER PROVIDENCE COM LIBRARY,50 PARKLANE DR,EAGLEVILLE,PA,-75.4076406,40.160284999999995
PA0335,2015,NARBERTH COMMUNITY LIBRARY,80 WINDSOR AVENUE,NARBERTH,PA,-75.26630300000001,40.005477
PA0336,2015,MONT CO-NORRISTOWN PUB LIB,1001 POWELL ST,NORRISTOWN,PA,-75.339814,40.121407
PA0338,2015,POTTSTOWN REGIONAL PUBLIC LIBRARY,500 HIGH STREET,POTTSTOWN,PA,-75.6764726,40.24761029999999
PA0339,2015,INDIAN VALLEY PUBLIC LIBRARY,100 EAST CHURCH AVE,TELFORD,PA,-75.33216,40.329218
PA0340,2015,UPPER DUBLIN PUBLIC LIBRARY,805 LOCH ALSH AVE,FORT WASHINGTON,PA,-75.2016642,40.153366999999996
PA0341,2015,UPPER MERION TOWNSHIP LIBRARY,175 W VALLEY FORGE RD,KING OF PRUSSIA,PA,-75.372988,40.1026289
PA0342,2015,UPPER MORELAND FREE PUBLIC LIBRARY,109 PARK AVENUE,WILLOW GROVE,PA,-75.1177996,40.1440425
PA0343,2015,ATGLEN PUBLIC LIBRARY,413 VALLEY AVENUE,ATGLEN,PA,-75.97470140000001,39.9491211
PA0344,2015,CHESTER COUNTY LIBRARY,450 EXTON SQUARE PARKWAY,EXTON,PA,-75.62132199999999,40.031583000000005
PA0345,2015,COATESVILLE AREA PUBLIC LIBRARY,501 E LINCOLN HIGHWAY,COATESVILLE,PA,-75.815823,39.984265
PA0346,2015,DOWNINGTOWN LIBRARY COMPANY,330 EAST LANCASTER AVE,DOWNINGTOWN,PA,-75.698599,40.008472
PA0347,2015,EASTTOWN LIBRARY & INFO CENTER,720 FIRST AVENUE,BERWYN,PA,-75.442079,40.044599
PA0348,2015,HONEY BROOK COMMUNITY LIBRARY,687 COMPASS ROAD,HONEY BROOK,PA,-75.91614200000001,40.088445
PA0349,2015,BAYARD TAYLOR MEMORIAL LIBRARY,216 EAST STATE STREET,KENNETT SQUARE,PA,-75.709672,39.847291
PA0350,2015,MALVERN PUBLIC LIBRARY,"1 E FIRST AVENUE, SUITE 2",MALVERN,PA,-75.51260500000001,40.033497
PA0351,2015,OXFORD PUBLIC LIBRARY,48 SOUTH SECOND STREET,OXFORD,PA,-75.980525,39.784743
PA0352,2015,PARKESBURG FREE LIBRARY,105 WEST ST,PARKESBURG,PA,-75.918878,39.957854
PA0353,2015,PHOENIXVILLE PUBLIC LIBRARY,183 SECOND AVE,PHOENIXVILLE,PA,-75.514078,40.128599
PA0354,2015,SPRING CITY FR PUBLIC LIBRARY,245 BROAD ST,SPRING CITY,PA,-75.549371,40.177327000000005
PA0355,2015,TREDYFFRIN PUBLIC LIBRARY,582 UPPER GULPH RD,WAYNE,PA,-75.402885,40.057209
PA0356,2015,WEST CHESTER PUBLIC LIBRARY,415 NORTH CHURCH ST,WEST CHESTER,PA,-75.608997,39.963326
PA0357,2015,AVON GROVE FREE LIBRARY,117 ROSEHILL AVENUE,WEST GROVE,PA,-75.826075,39.822244
PA0358,2015,CHESTER SPRINGS LIBRARY,1685A ART SCHOOL ROAD,CHESTER SPRINGS,PA,-75.62285940000001,40.100302299999996
PA0359,2015,ASTON PUBLIC LIBRARY,3270 CONCORD ROAD,ASTON,PA,-75.421228,39.867015
PA0360,2015,J. LEWIS CROZER LIBRARY,620 ENGLE ST,CHESTER,PA,-75.3870651,39.837889399999995
PA0361,2015,COLLINGDALE PUBLIC LIBRARY,823 MACDADE BLVD,COLLINGDALE,PA,-75.27790329999999,39.9115378
PA0362,2015,RACHEL KOHL COMMUNITY LIBRARY,687 SMITHBRIDGE ROAD,GLEN MILLS,PA,-75.5119625,39.86714979999999
PA0363,2015,DARBY LIBRARY,1001 MAIN ST,DARBY,PA,-75.2632473,39.9200606
PA0365,2015,BOROUGH OF FOLCROFT PUBLIC LIBRARY,1725 DELMAR DR,FOLCROFT,PA,-75.27852709999999,39.894455799999996
PA0366,2015,GLENOLDEN LIBRARY,211 S LLANWELLYN AVE,GLENOLDEN,PA,-75.2928933,39.9000756
PA0367,2015,HAVERFORD TOWNSHIP FREE LIBRARY ASSOCIATION,1601 DARBY ROAD,HAVERTOWN,PA,-75.3051773,39.98122539999999
PA0368,2015,LANSDOWNE PUBLIC LIBRARY,55 SOUTH LANSDOWNE AVE,LANSDOWNE,PA,-75.271912,39.936422
PA0369,2015,MARY M CAMPBELL LIBRARY,TENTH & GREEN STS,MARCUS HOOK,PA,-75.438637,39.833143
PA0370,2015,MEDIA UPPER PROVIDENCE FREE LIBRARY,1 EAST FRONT ST,MEDIA,PA,-75.38912950000001,39.9188526
PA0371,2015,MIDDLETOWN FREE LIBRARY,21 NORTH PENNELL ROAD,LIMA,PA,-75.43979399999999,39.913662
PA0372,2015,HELEN KATE FURNESS FR LIBRARY,100 NORTH PROVIDENCE RD,WALLINGFORD,PA,-75.37547540000001,39.9047907
PA0373,2015,NEWTOWN PUBLIC LIBRARY,201 BISHOP HOLLOW RD,NEWTOWN SQUARE,PA,-75.40604909999999,39.9813034
PA0374,2015,NORWOOD PUBLIC LIBRARY,513 WELCOME AVE,NORWOOD,PA,-75.3014006,39.8909055
PA0375,2015,PROSPECT PARK FREE LIBRARY,720 MARYLAND AVE,PROSPECT PARK,PA,-75.3082634,39.88843370000001
PA0376,2015,MEM LIBRARY OF RADNOR TWNSHP,114 WEST WAYNE AVE,WAYNE,PA,-75.38856009999999,40.043453
PA0377,2015,RIDLEY PARK PUBLIC LIBRARY,107 E. WARD STREET,RIDLEY PARK,PA,-75.3243415,39.8809349
PA0378,2015,RIDLEY TOWNSHIP PUBLIC LIBRARY,100 E MACDADE BLVD,FOLSOM,PA,-75.3310078,39.886331799999994
PA0379,2015,SHARON HILL PUBLIC LIBRARY,246 SHARON AVE,SHARON HILL,PA,-75.27693520000001,39.912819899999995
PA0380,2015,SPRINGFIELD TOWNSHIP LIBRARY,70 POWELL RD,SPRINGFIELD,PA,-75.32987179999999,39.9303368
PA0381,2015,SWARTHMORE PUBLIC LIBRARY,121 PARK AVENUE,SWARTHMORE,PA,-75.3484773,39.9012251
PA0382,2015,TINICUM MEMORIAL PUB LIBRARY,620 SENECA ST,ESSINGTON,PA,-75.28244040000001,39.87265479999999
PA0383,2015,UPPER DARBY TOWNSHIP & SELLERS MEMORIAL FREE PUBLIC LIBRARY,76 SOUTH STATE RD,UPPER DARBY,PA,-75.2730571,39.961911799999996
PA0384,2015,YEADON PUBLIC LIBRARY,809 LONGACRE BLVD,YEADON,PA,-75.25059820000001,39.9360781
PA0385,2015,FREE LIBRARY OF PHILADELPHIA,1901 VINE ST,PHILADELPHIA,PA,-75.1703778,39.9590982
PA0386,2015,BADEN MEMORIAL LIBRARY,385 STATE ST,BADEN,PA,-80.22839300000001,40.6352336
PA0387,2015,BEAVER AREA MEMORIAL LIBRARY,100 COLLEGE AVE,BEAVER,PA,-80.30205450000001,40.6919126
PA0389,2015,CARNEGIE FREE LIBRARY-MIDLAND,61 NINTH ST,MIDLAND,PA,-80.4509946,40.63597539999999
PA0390,2015,NEW BRIGHTON PUBLIC LIBRARY,1021 3RD AVE,NEW BRIGHTON,PA,-80.311908,40.732657
PA0391,2015,APOLLO MEMORIAL LIBRARY,219 NORTH PENNSYLVANIA AVE,APOLLO,PA,-79.56605,40.583759
PA0392,2015,FORD CITY PUBLIC LIBRARY,1136 FOURTH AVE,FORD CITY,PA,-79.528755,40.773656
PA0394,2015,KITTANNING PUBLIC LIBRARY,280 N JEFFERSON ST,KITTANNING,PA,-79.5221878,40.8166006
PA0396,2015,BLAIRSVILLE PUBLIC LIBRARY,113 N. WALNUT ST.,BLAIRSVILLE,PA,-79.2648207,40.4334138
PA0397,2015,INDIANA FREE LIBRARY INC,845 PHILADELPHIA ST,INDIANA,PA,-79.1552863,40.6229999
PA0399,2015,ASHLAND PUBLIC LIBRARY,1229 CENTRE ST,ASHLAND,PA,-76.346682,40.781721000000005
PA0401,2015,TRI VALLEY FREE PUBLIC LIBRARY,633 EAST MAIN ST,HEGINS,PA,-76.43045140000001,40.65711829999999
PA0402,2015,MAHANOY CITY PUBLIC LIBRARY,17-19 WEST MAHANOY ST.,MAHANOY CITY,PA,-76.141824,40.811183
PA0403,2015,MINERSVILLE PUBLIC LIBRARY,220 S FOURTH ST,MINERSVILLE,PA,-76.2647103,40.6907948
PA0404,2015,ORWIGSBURG AREA FR PUB LIBRARY,214 E. INDEPENDENCE ST,ORWIGSBURG,PA,-76.099334,40.6531542
PA0405,2015,POTTSVILLE FREE PUBLIC LIBRARY,215 W MARKET ST,POTTSVILLE,PA,-76.197039,40.685103999999995
PA0407,2015,SCHUYLKILL HAVEN FR PUB LIB,104 SAINT JOHN ST,SCHUYLKILL HAVEN,PA,-76.1711557,40.628277000000004
PA0408,2015,SHENANDOAH AREA FREE PUBLIC LIBRARY,15 WEST WASHINGTON STREET,SHENANDOAH,PA,-76.20275699999999,40.823294
PA0409,2015,TAMAQUA PUBLIC LIBRARY,30 SOUTH RAILROAD ST,TAMAQUA,PA,-75.9703113,40.794569700000004
PA0410,2015,TOWER-PORTER COMMUNITY LIBRARY,230 E GRAND AVE,TOWER CITY,PA,-76.55636,40.588636
PA0411,2015,TREMONT AREA FREE PUBLIC LIBRARY,19 NORTH PINE STREET,TREMONT,PA,-76.39044399999999,40.6291909
PA0413,2015,BURGETTSTOWN COMMUNITY LIBRARY,2 KERR ST,BURGETTSTOWN,PA,-80.38972820000001,40.3792652
PA0414,2015,ANDREW BAYNE MEM LIBRARY,34 NORTH BALPH AVE,BELLEVUE,PA,-80.0551105,40.496328399999996
PA0415,2015,BRENTWOOD LIBRARY,3501 BROWNSVILLE RD,PITTSBURGH,PA,-79.975566,40.375011
PA0417,2015,WHITEHALL PUBLIC LIBRARY,100 BOROUGH PARK DR,PITTSBURGH,PA,-79.979865,40.351742
PA0418,2015,CRANBERRY PUBLIC LIBRARY,2525 ROCHESTER RD SUITE 300,CRANBERRY TWP,PA,-80.1079,40.698935
PA0420,2015,COCHRANTON AREA PUBLIC LIBRARY,107 PINE ST,COCHRANTON,PA,-80.04715,41.519444
PA0421,2015,MEADVILLE PUBLIC LIBRARY,848 NORTH MAIN STREET,MEADVILLE,PA,-80.13432370000001,41.6688494
PA0422,2015,SPRINGBORO PUBLIC LIBRARY,110 S MAIN ST,SPRINGBORO,PA,-80.3685873,41.7999523
PA0426,2015,SYKESVILLE PUBLIC LIBRARY,21 EAST MAIN ST,SYKESVILLE,PA,-78.8220687,41.0505671
PA0427,2015,DELMONT PUBLIC LIBRARY,77 GREENSBURG ST,DELMONT,PA,-79.57208100000001,40.410509000000005
PA0429,2015,PENN AREA LIBRARY,2001 MUNICIPAL COURT,HARRISON CITY,PA,-79.654926,40.362775
PA0430,2015,ROSTRAVER PUBLIC LIBRARY,700 PLAZA DRIVE,BELLE VERNON,PA,-79.81046429999999,40.1871159
PA0439,2015,COLUMBIA PUBLIC LIBRARY,24 SOUTH SIXTH ST,COLUMBIA,PA,-76.497584,40.034692
PA0440,2015,KUTZTOWN COMMUNITY LIBRARY,70 BIEBER ALLEY,KUTZTOWN,PA,-75.77517399999999,40.516166999999996
PA0441,2015,BLOOMFIELD PUBLIC LIBRARY,"BOROUGH BLDG, 23 E MCCLURE ST",NEW BLOOMFIELD,PA,-77.163489,40.406228999999996
PA0442,2015,NEWPORT PUBLIC LIBRARY,316 NORTH FOURTH ST,NEWPORT,PA,-77.135694,40.480587
PA0445,2015,ALLEN F. PIERCE FREE LIBRARY,34 FENNER AVE,TROY,PA,-76.788966,41.770459
PA0446,2015,DR WILLIAM B KONKLE MEM LIB,384 BROAD ST,MONTOURSVILLE,PA,-76.924647,41.249348
PA0447,2015,CHELTENHAM TWNSHP LIB SYSTEM,215 SOUTH KESWICK AVE,GLENSIDE,PA,-75.153289,40.097887
PA0448,2015,LOWER MERION LIBRARY SYSTEM,75 EAST LANCASTER AVE,ARDMORE,PA,-75.2885897,40.0066755
PA0450,2015,FREE LIBRARY OF SPRINGFIELD TOWNSHIP,1600 PAPER MILL RD,WYNDMOOR,PA,-75.195769,40.099872
PA0451,2015,WILLIAM JEANES MEM LIBRARY,4051 JOSHUA RD,LAFAYETTE HILL,PA,-75.25675799999999,40.097770000000004
PA0452,2015,MARPLE PUBLIC LIBRARY,SPROUL & SPRINGFIELD RDS,BROOMALL,PA,-75.35753000000001,39.971869
PA0453,2015,B F JONES MEMORIAL LIBRARY,663 FRANKLIN AVE,ALIQUIPPA,PA,-80.25106099999999,40.6137838
PA0454,2015,LAUGHLIN MEMORIAL FREE LIBRARY,99 ELEVENTH ST,AMBRIDGE,PA,-80.23247009999999,40.592673600000005
PA0455,2015,CARNEGIE FREE LIBRARY - BEAVER FALLS,1301 7TH AVE,BEAVER FALLS,PA,-80.31948919999999,40.7540084
PA0457,2015,MONACA PUBLIC LIBRARY,609 PENNSYLVANIA AVENUE,MONACA,PA,-80.283833,40.691292
PA0458,2015,ROCHESTER PUBLIC LIBRARY,252 ADAMS ST,ROCHESTER,PA,-80.2837681,40.702253999999996
PA0459,2015,FRACKVILLE FREE PUBLIC LIBRARY,56 NORTH LEHIGH AVENUE,FRACKVILLE,PA,-76.23167600000001,40.786373
PA0464,2015,SCHUYLKILL VALLEY COMMUNITY LIBRARY,1310 WASHINGTON RD,LEESPORT,PA,-75.963172,40.4381982
PA0468,2015,WEST END LIBRARY,45 BALL PARK ROAD,LAURELTON,PA,-77.20334100000001,40.949914
PA0470,2015,W W F COMMUNITY LIBRARY,214 EAST MAIN ST,WORTHINGTON,PA,-79.62288120000001,40.8362219
PA0471,2015,BRADDOCK CARNEGIE LIBRARY,419 LIBRARY STREET,BRADDOCK,PA,-79.86518199999999,40.40163
PA0472,2015,CARNEGIE LIBRARY OF HOMESTEAD,510 10TH AVE,MUNHALL,PA,-79.903091,40.407365999999996
PA0473,2015,WESTERN ALLEGHENY COMM LIBRARY,181 BATEMAN ROAD,OAKDALE,PA,-80.23373199999999,40.4360795
PA0474,2015,BOYERTOWN COMMUNITY LIBRARY,29 E PHILADELPHIA AVE,BOYERTOWN,PA,-75.636673,40.333090999999996
PA0475,2015,FLEETWOOD AREA PUBLIC LIBRARY,110 W ARCH ST,FLEETWOOD,PA,-75.820511,40.455706
PA0476,2015,BRANDYWINE COMMUNITY LIBRARY,60 TOWER DRIVE,TOPTON,PA,-75.69736440000001,40.4959777
PA0479,2015,BURRELL TOWNSHIP LIBRARY,190 PARK DRIVE,BLACK LICK,PA,-79.2391123,40.513659999999994
PA0480,2015,PORT CARBON PUBLIC LIBRARY,111 PIKE ST,PORT CARBON,PA,-76.16628299999999,40.695423999999996
PA0482,2015,HAMPTON COMMUNITY LIBRARY,3101 MCCULLY ROAD,ALLISON PARK,PA,-79.935313,40.581462
PA0484,2015,WYOMING FREE LIBRARY,358 WYOMING AVE,WYOMING,PA,-75.83805290000001,41.311076799999995
PA0486,2015,HELLERTOWN AREA LIBRARY,409 CONSTITUTION AVE,HELLERTOWN,PA,-75.331797,40.577557
PA0495,2015,PLUM BOROUGH LIBRARY,445 CENTER-NEW TEXAS ROAD,PITTSBURGH,PA,-79.753837,40.487552
PA0497,2015,QUARRYVILLE LIBRARY CENTER,357 BUCK ROAD,QUARRYVILLE,PA,-76.17615500000001,39.893189
PA0498,2015,STRASBURG-HEISLER LIBRARY,143 PRECISION AVE,STRASBURG,PA,-76.1915737,39.9852854
PA0499,2015,SOUTH FAYETTE TWP LIBRARY,515 MILLERS RUN RD,MORGAN,PA,-80.143108,40.354513
PA0502,2015,LEBANON COMMUNITY LIBRARY,125 N SEVENTH ST,LEBANON,PA,-76.422162,40.341188
PA0503,2015,BETHANY PUBLIC LIBRARY,8 COURT STREET,BETHANY,PA,-75.284878,41.614277
PA0504,2015,NEWFOUNDLAND AREA PUB LIBRARY,954 MAIN STREET,NEWFOUNDLAND,PA,-75.320851,41.30638
PA0505,2015,HAWLEY LIBRARY,103 MAIN ST,HAWLEY,PA,-75.1827423,41.4753713
PA0506,2015,NORTHERN WAYNE COMMUNITY LIB,11 LIBRARY ROAD,LAKEWOOD,PA,-75.325004,41.829918
PA0507,2015,PLEASANT MOUNT PUBLIC LIBRARY,375 GREAT BEND TURNPIKE,PLEASANT MOUNT,PA,-75.43392,41.740124
PA0508,2015,LACEYVILLE PUBLIC LIBRARY,WEST MAIN ST.,LACEYVILLE,PA,-76.15567340000001,41.6447891
PA0513,2015,F.O.R. STO-ROX LIBRARY,500 CHARTIERS AVE,MCKEES ROCKS,PA,-80.058965,40.464856
PA0514,2015,PROSPECT COMMUNITY LIBRARY,357 MAIN STREET,PROSPECT,PA,-80.0417566,40.904713
PA0515,2015,MANOR PUBLIC LIBRARY,"44 MAIN STREET, SUITE 500",MANOR,PA,-79.668976,40.332589
PA0517,2015,HYNDMAN-LONDONDERRY PUB LIB,161 CLARENCE STREET,HYNDMAN,PA,-78.72124790000001,39.8207045
PA0518,2015,ALTOONA AREA PUBLIC LIBRARY,1600 FIFTH AVENUE,ALTOONA,PA,-78.3990496,40.5077638
PA0520,2015,MATTHEWS PUBLIC LIBRARY,102 WEST MAIN STREET,FREDERICKSBURG,PA,-76.431189,40.444139
PA0521,2015,BERNVILLE AREA COMMUNITY LIB,6721 BERNVILLE RD.,BERNVILLE,PA,-76.11222109999999,40.428155100000005
PA0524,2015,ADAMSTOWN AREA LIBRARY,3000 NORTH READING ROAD ROUTE 272,ADAMSTOWN,PA,-76.05635,40.243027000000005
PA0525,2015,PEQUEA VALLEY PUBLIC LIBRARY,31 CENTER STREET,INTERCOURSE,PA,-76.10912900000001,40.037469
PA0526,2015,MANHEIM COMMUNITY LIBRARY,15 EAST HIGH ST,MANHEIM,PA,-76.394713,40.164053
PA0527,2015,WOMELSDORF COMMUNITY LIBRARY,203 W HIGH ST,WOMELSDORF,PA,-76.1868796,40.363621200000004
PA0529,2015,BUTLER SYS ADMIN UNIT,218 N. MCKEAN ST.,BUTLER,PA,-79.893592,40.863006
PA0530,2015,HORSHAM TOWNSHIP LIBRARY,435 BABYLON ROAD,HORSHAM,PA,-75.17236329999999,40.1989182
PA0531,2015,COMMUNITY LIBRARY OF LAKE & SALEM TOWNSHIPS,518 EASTON TPK,HAMLIN,PA,-75.356403,41.387704
PA0532,2015,ALLEGHENY SYS ADMIN UNIT,"22 WABASH STREET, SUITE 203",PITTSBURGH,PA,-80.034715,40.440782
PA0534,2015,LANCASTER SYS ADMIN UNIT,"1866 COLONIAL VILLAGE LN, SUITE 107",LANCASTER,PA,-76.23490699999999,40.054433
PA0535,2015,MANHEIM TOWNSHIP PUBLIC LIBRARY,595 GRANITE RUN DR,LANCASTER,PA,-76.286621,40.06057
PA0536,2015,ROBINSON TOWNSHIP LIBRARY,1000 CHURCH HILL ROAD,PITTSBURGH,PA,-80.144446,40.438289000000005
PA9005,2015,BEAVER SYS ADMIN UNIT,"109 PLEASANT DRIVE, SUITE 101",ALIQIUIPA,PA,-80.316117,40.634172
PA9014,2015,COOPERSTOWN PUBLIC LIBRARY,182 N. MAIN STREET,COOPERSTOWN,PA,-79.8740217,41.5015531
PA9031,2015,EXETER COMMUNITY LIBRARY,4569 PRESTWICK DRIVE,READING,PA,-75.8629725,40.30453370000001
PA9033,2015,MIFFLIN COMMUNITY LIBRARY,6 PHILADELPHIA AVE.,SHILLINGTON,PA,-75.967764,40.303282
PA9034,2015,NORTH WALES AREA LIBRARY,233 SOUTH SWARTLEY ST,NORTH WALES,PA,-75.2780208,40.20848970000001
PA9035,2015,RICE AVENUE COMMUNITY PUBLIC LIBRARY,705 RICE AVENUE,GIRARD,PA,-80.324784,42.006752
PA9036,2015,COMMUNITY LIBRARY OF ALLEGHENY VALLEY,1522 BROADVIEW BLVD.,NATRONA HEIGHTS,PA,-79.7287,40.620844
PA9037,2015,FRANKLIN SYS ADMIN UNIT,101 RAGGED EDGE ROAD SOUTH,CHAMBERSBURG,PA,-77.5926014,39.9204249
PA9038,2015,LANSDALE PUBLIC LIBRARY,301 VINE STREET,LANSDALE,PA,-75.2878246,40.24197120000001
PA9040,2015,LOWER MACUNGIE LIBRARY,3450 BROOKSIDE ROAD,MACUNGIE,PA,-75.5489355,40.522796299999996
PA9041,2015,SCOTT TOWNSHIP PUBLIC LIBRARY,301 LINDSAY ROAD,SCOTT TOWNSHIP,PA,-80.084499,40.384104
PA9043,2015,WILCOX PUBLIC LIBRARY,105 CLARION STREET,WILCOX,PA,-78.688226,41.575492
PA9046,2015,RINGTOWN AREA LIBRARY,132 W. MAIN STREET,RINGTOWN,PA,-76.2337388,40.8582054
PA9050,2015,FACTORYVILLE PUBLIC LIBRARY,163 COLLEGE AVENUE,FACTORYVILLE,PA,-75.7872881,41.567857000000004
PA9051,2015,SEWICKLEY TOWNSHIP PUBLIC LIBRARY,201 HIGHLAND AVENUE,HERMINIE,PA,-79.716371,40.261354
RI0001,2015,BARRINGTON PUBLIC LIBRARY,281 COUNTY ROAD,BARRINGTON,RI,-71.307914,41.73983
RI0002,2015,ROGERS FREE LIBRARY,525 HOPE STREET,BRISTOL,RI,-71.276873,41.671296000000005
RI0003,2015,JESSE M. SMITH MEMORIAL LIBRARY,100 TINKHAM LANE,BURRILLVILLE,RI,-71.674937,41.965128
RI0004,2015,PASCOAG FREE PUBLIC LIBRARY,57 CHURCH STREET,PASCOAG,RI,-71.7134631,41.964538700000006
RI0005,2015,CENTRAL FALLS FREE PUBLIC LIBRARY,205 CENTRAL STREET,CENTRAL FALLS,RI,-71.387863,41.885651
RI0006,2015,CROSS' MILLS PUBLIC LIBRARY,4417 OLD POST ROAD,CHARLESTOWN,RI,-71.641257,41.382553
RI0007,2015,COVENTRY PUBLIC LIBRARY,1672 FLAT RIVER ROAD,COVENTRY,RI,-71.592117,41.701640999999995
RI0010,2015,CRANSTON PUBLIC LIBRARY,140 SOCKANOSSET CROSS ROAD,CRANSTON,RI,-71.456611,41.755061
RI0011,2015,CUMBERLAND PUBLIC LIBRARY,1464 DIAMOND HILL ROAD,CUMBERLAND,RI,-71.402445,41.93164
RI0012,2015,EAST GREENWICH FREE LIBRARY,82 PEIRCE STREET,EAST GREENWICH,RI,-71.46848940000001,41.6444756
RI0013,2015,EAST PROVIDENCE PUBLIC LIBRARY,41 GROVE AVENUE,EAST PROVIDENCE,RI,-71.374945,41.818713
RI0014,2015,EXETER PUBLIC LIBRARY,773 TEN ROD ROAD,EXETER,RI,-71.586911,41.579542
RI0015,2015,FOSTER PUBLIC LIBRARY,184 HOWARD HILL ROAD,FOSTER,RI,-71.72111640000001,41.7838995
RI0017,2015,HARMONY LIBRARY,195 PUTNAM PIKE,GLOCESTER,RI,-71.596285,41.887796
RI0018,2015,GLOCESTER MANTON FREE PUBLIC LIBRARY,1137 PUTNAM PIKE,GLOCESTER,RI,-71.668774,41.911654
RI0019,2015,ASHAWAY FREE LIBRARY,15 KNIGHT STREET,HOPKINTON,RI,-71.7899338,41.423418700000006
RI0020,2015,LANGWORTHY PUBLIC LIBRARY,24 SPRING STREET,HOPKINTON,RI,-71.718171,41.50875
RI0021,2015,JAMESTOWN PHILOMENIAN LIBRARY,26 NORTH ROAD,JAMESTOWN,RI,-71.374652,41.497785
RI0022,2015,MARIAN J. MOHR MEMORIAL LIBRARY,1 MEMORIAL AVENUE,JOHNSTON,RI,-71.502197,41.831024
RI0023,2015,LINCOLN PUBLIC LIBRARY,145 OLD RIVER ROAD,LINCOLN,RI,-71.453739,41.938085
RI0024,2015,"BROWNELL LIBRARY, HOME OF LITTLE COMPTON",44 COMMONS,LITTLE COMPTON,RI,-71.17109,41.509856
RI0025,2015,MIDDLETOWN PUBLIC LIBRARY,700 WEST MAIN ROAD,MIDDLETOWN,RI,-71.299011,41.521458
RI0026,2015,NARRAGANSETT PUBLIC LIBRARY,35 KINGSTOWN ROAD,NARRAGANSETT,RI,-71.459889,41.431152000000004
RI0028,2015,NEWPORT PUBLIC LIBRARY,300 SPRING STREET,NEWPORT,RI,-71.312697,41.482409000000004
RI0029,2015,NORTH KINGSTOWN FREE LIBRARY,100 BOONE STREET,NORTH KINGSTOWN,RI,-71.458007,41.568652
RI0030,2015,WILLETT FREE LIBRARY,45 FERRY ROAD,NORTH KINGSTOWN,RI,-71.423847,41.507909000000005
RI0032,2015,MAYOR SALVATORE MANCINI UNION FREE LIBRARY,1810 MINERAL SPRING AVENUE,NORTH PROVIDENCE,RI,-71.45904200000001,41.861996000000005
RI0033,2015,NORTH SMITHFIELD PUBLIC LIBRARY,20 MAIN STREET,NORTH SMITHFIELD,RI,-71.580896,41.999759999999995
RI0034,2015,PAWTUCKET PUBLIC LIBRARY,13 SUMMER STREET,PAWTUCKET,RI,-71.38469,41.878603000000005
RI0035,2015,PORTSMOUTH FREE PUBLIC LIBRARY,2658 EAST MAIN ROAD,PORTSMOUTH,RI,-71.248425,41.601846
RI0036,2015,PROVIDENCE PUBLIC LIBRARY,150 EMPIRE STREET,PROVIDENCE,RI,-71.416668,41.822007
RI0038,2015,CLARK MEMORIAL LIBRARY,7 PINEHURST DRIVE,RICHMOND,RI,-71.662554,41.467304299999995
RI0039,2015,HOPE LIBRARY,374 NORTH ROAD,SCITUATE,RI,-71.56361700000001,41.736458
RI0040,2015,NORTH SCITUATE PUBLIC LIBRARY,606 WEST GREENVILLE ROAD,SCITUATE,RI,-71.58675799999999,41.833796
RI0041,2015,EAST SMITHFIELD PUBLIC LIBRARY,50 ESMOND STREET,SMITHFIELD,RI,-71.504772,41.874308
RI0042,2015,GREENVILLE PUBLIC LIBRARY,573 PUTNAM PIKE,SMITHFIELD,RI,-71.54936500000001,41.870795
RI0043,2015,SOUTH KINGSTOWN PUBLIC LIBRARY,1057 KINGSTOWN ROAD,SOUTH KINGSTOWN,RI,-71.495131,41.450602
RI0044,2015,ESSEX PUBLIC LIBRARY,238 HIGHLAND ROAD,TIVERTON,RI,-71.207825,41.628217
RI0045,2015,GEORGE HAIL FREE LIBRARY,530 MAIN STREET,WARREN,RI,-71.282095,41.728443
RI0046,2015,WARWICK PUBLIC LIBRARY,600 SANDY LANE,WARWICK,RI,-71.402941,41.711256
RI0047,2015,PONTIAC FREE LIBRARY,101 GREENWICH AVENUE,WARWICK,RI,-71.474636,41.729848
RI0048,2015,LOUTTIT LIBRARY,274 VICTORY HIGHWAY,WEST GREENWICH,RI,-71.6902919,41.6422211
RI0049,2015,WEST WARWICK PUBLIC LIBRARY,1043 MAIN STREET,WEST WARWICK,RI,-71.523421,41.71208
RI0050,2015,WESTERLY PUBLIC LIBRARY,44 BROAD STREET,WESTERLY,RI,-71.8296435,41.3770596
RI0051,2015,WOONSOCKET HARRIS PUBLIC LIBRARY,303 CLINTON STREET,WOONSOCKET,RI,-71.508645,42.005998
RI0053,2015,PROVIDENCE COMMUNITY LIBRARY,441 PRAIRIE AVENUE,PROVIDENCE,RI,-71.41333,41.802065
RI8001,2015,DAVISVILLE FREE LIBRARY,481 DAVISVILLE ROAD,NORTH KINGSTOWN,RI,-71.4740135,41.6136859
SC0015,2015,DARLINGTON COUNTY LIBRARY SYSTEM,204 N. MAIN STREET,DARLINGTON,SC,-79.873202,34.305655
SC0019,2015,FLORENCE COUNTY LIBRARY SYSTEM,509 SOUTH DARGAN STREET,FLORENCE,SC,-79.765337,34.188838
SC0021,2015,GREENVILLE COUNTY LIBRARY SYSTEM,25 HERITAGE GREEN PLACE,GREENVILLE,SC,-82.401649,34.856595
